brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
HP,Zbook FireFly 14 G8 4F0W6PA Laptop,89999,70,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1920,1080,Windows 11 OS,1
Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,69990,62,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,1
Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,65391,69.32352941,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,1
Lenovo,Thinkpad T14 Laptop,90000,69.32352941,4th Gen AMD Ryzen 7 PRO 4750U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 10 OS,1
Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,38390,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad 1 15AMN7 82VG00J5IN Laptop,40990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 82K2028AIN Laptop,50990,62,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB  NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Dell,Vostro 3520 Laptop,47990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Dell,Inspiron 15 3520 IN352092K4N001ORS1 Laptop,59990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Graphics,15.6,1920,1080,Windows 11 OS,1
Dell,Vostro 3530 Laptop,61990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Graphics ,15.6,1920,1080,Windows 11 OS,1
Lenovo,V14 G4 Laptop,31990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon,14,1920,1080,Windows 11 OS,1
MSI,Creator M16 B13VE-1271IN Laptop,129990,82,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,2
Lenovo,V15 G3 82TTA02UIH Laptop,49989,63,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
Dell,Vostro 3525 Laptop,42990,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
MSI,Creator Pro M16 B13VJ-1272IN Gaming Laptop,259990,83,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX A2000 Ada,16,1920,1200,Windows 11 OS,2
Lenovo,IdeaPad Slim 3i 82X70032IN Laptop,44690,69.32352941,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,LPDDR5,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Flex 5 Gen 8 82XX0070IN Laptop,61990,69,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14,1920,1200,Windows 11 OS,1
HP,ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop,123300,75,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,16,1920,1200,Windows 11 OS,1
Dell,Inspiron 3530 15 Laptop,74499,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop,47990,65,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 2050,15.6,1920,1080,Windows 11 OS,1
Lenovo,Yoga 6 13ABR8 83B2007UIN Laptop,85990,71,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR4X,1TB,SSD,AMD Radeon Graphics,13.3,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad Flex 5 82R900D4IN Laptop,61990,63,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,14,1920,1200,Windows 11 OS,1
Ultimus,Neo NU14U3INT54BN Laptop,21990,69.32352941,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated Iris,14.1,1920,1080,Windows 11 OS,1
HP,Victus 15-fb0158AX Gaming Laptop,49990,67,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon RX 6500M,15.6,1920,1080,Windows 11 OS,1
Lenovo,Legion Slim 5 82Y9009KIN Gaming Laptop,112990,79,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,1
Lenovo,Legion Slim 5 16APH8 82Y90042IN Gaming Laptop,127990,83,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,1
HP,Pavilion x360 14-ek1021TU Laptop,91590,70,13th Gen Intel Core i7 1355U ,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,1920,1080,Windows 11 OS,1
HP,Victus 15-fa1062TX Gaming Laptop,103060,71,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
HP,15-fc0027AU Laptop,39600,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Lenovo,Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop,137590,83,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,1
Lenovo,ThinkBook 15 Gen 5 21JF0026MJ Laptop,53980,69,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16,1920,1080,Windows 11 OS,1
Acer,Swift Go 14 NX.KG3SI.005 Laptop,54990,60,7th Gen AMD Ryzen 5  7530U,"Hexa Core, 12 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
Asus,VivoBook 15 X515MA-BR022WS Laptop,28099,69.32352941,Intel Celeron N4020,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD 600,15.6,1366,768,Windows OS,1
HP,Spectre 17-cs0097nr Foldable Laptop,415000,67,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,17,1920,2560,Windows 11 OS,1
Fujitsu,CH‎ 4ZR1L82433 Laptop,64990,66,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,2
Fujitsu,CH‎ 4ZR1L82434 Laptop,84990,69,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,2
Tecno,Megabook T1 Laptop,52999,67,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,LPDDR4,1TB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Tecno,Megabook T1 Laptop,34999,63,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,LPDDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 15X OLED M3504YA-LK752WS Laptop,65990,67,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,Integrated AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
HP,Victus 15-fb1016AX  Gaming Laptop,56990,67,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Lenovo,ThinkPad E15 20TDS0AD00 Laptop,88999,64,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,1
Lenovo,Ideapad 3 15ITL06 82H803GUIN Laptop,35990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,Yoga 7 82YL0060IN Laptop,111490,76,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,1
HP,250 G9 7N179PA Laptop,50990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1366,768,Windows 11 OS,1
Lenovo,Thinkpad E15 21E6S07S00 Laptop,89500,64,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,Ideapad Slim 5 82XE004QIN Laptop,66388,62,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN551WS Laptop,66990,63,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,74990,64,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
HP,255 G9 841W6PA Laptop,26990,69.32352941,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366,768,DOS 3.0 OS,1
Dell,15 Inspiron 3530 Laptop,65990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,1TB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 16X 2023 K3605ZC-MBN752WS Laptop,87990,73,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,16,1920,1200,Windows 11 OS,1
Dell,Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop,36480,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Dell,Inspiron 3530 IN3530RW8JY001ORS1 Laptop,63989,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,1TB,SSD,Intel Integrated Integrated Intel® UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,TUF Gaming F15 90NR0GW1-M00F00 Laptop,90990,64,12th Gen Intel Core i7 12700H ,20 Threads,16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11  OS,1
Asus,Vivobook 16X 2023 K3605ZV-MBN741WS Laptop,104990,72,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,NVIDIA Geforce RTX,16,1920,1200,Windows 11 OS,1
HP,240 G9 ALC 7M658PA Laptop,64800,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,14,1366,768,DOS OS,1
Asus,Chromebook CX1400FKA-EC0158 Laptop,27990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",4GB,LPDDR4X,64GB,SSD,Intel Integrated UHD,14,1920,1080,Chrome OS,1
Asus,Chromebook CX1400CKA-EK0335 Laptop,14990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",4GB,LPDDR4X,128GB,SSD,Intel Integrated UHD,14,1920,1080,Chrome OS,1
Asus,Chromebook CX1500CKA-EJ0241 Laptop,22990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",4GB,LPDDR4X,64GB,SSD,Intel Integrated UHD,15.6,1920,1080,Chrome OS,1
Asus,Chromebook CX1500CKA-EJ0277 Laptop,23990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",4GB,LPDDR4X,128GB,SSD,Intel Integrated UHD,15.6,1920,1080,Chrome OS,1
HP,250 G9 7M659PA Laptop,42900,62,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,1366,768,Windows 11 OS,1
Gigabyte,G6 KF Gaming Laptop,130000,71,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16,1920,1200,Windows 11 OS,0
Gigabyte,G5 KF-E3IN313SH Laptop,94990,73,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,2
Lenovo,ThinkBook 15 G3 ACL 21A4003KUS Laptop,57990,60,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 16X K3605ZU-MBN742WS Laptop,104222,72,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,1920,1200,Windows 11 OS,1
Fujitsu,UH-X ‎4ZR1M37246 Laptop,69990,65,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,2
Lenovo,IdeaPad Slim 5 82XE0072IN Laptop,63990,69,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Integrated SoC,14,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad Slim 3 82XQ008UIN Laptop,48990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,V15 G3 IAP 82TT004VIH Laptop,46990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,DOS OS,1
HP,Victus 15-fb1015AX Gaming Laptop,55990,69,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 16X K3605ZC-MBN542WS Laptop,66990,65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16,1920,1200,Windows 11 OS,1
Asus,Vivobook 16X K3605ZU-MBN541WS Laptop,89990,70,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,1920,1200,Windows 11 OS,1
MSI,Thin GF63 11UC-1291IN Gaming Laptop,62990,71,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,2
MSI,Katana 15 B12UDXK-1004IN Gaming Laptop,85990,76,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,2
Lenovo,Thinkpad E15 21E6S0W700 Laptop,47100,65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,Yoga 7 82YM004UIN Laptop,91990,76,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,AMD Radeon Graphics,14,2880,1800,Windows 11 OS,1
Asus,Vivobook Pro 15 OLED M6500QC-LK541WS Laptop,67990,62,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 GPU,15.6,1920,1080,Windows 11 OS,1
Acer,TMP214-41-G3 UN.VSQSI.007 Notebook,39990,63,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,14,1366,768,Windows 11 OS,1
Acer,TMP214-41-G3 UN.VSQSI.006 Notebook,36990,60,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,14,1366,768,Windows 11 OS,1
Asus,Vivobook Go 14 2023 E1404FA-NK327WS Laptop,33990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Lenovo,V14 82KAA055IH Laptop,43800,69.32352941,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics ,14,1366,768,DOS OS,1
HP,Omen 16-xf0043AX Gaming Laptop,179490,78,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,16.1,2560,1440,Windows 11 OS,1
Gigabyte,Aero 14 OLED BMF Laptop,164990,70,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,14,2880,1800,Windows 11 OS,2
Dell,Inspiron 5430 IN54308DXWP001ORS1 Laptop,84990,69.32352941,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
Fujitsu,UH-X ‎4ZR1L73352 2-in-1 Laptop,104990,76,13th Gen Intel Core i7 1360p,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,2
Asus,TUF Gaming F15 FX506HF-HN076W Gaming Laptop,57990,69,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
HP,Victus 15-fb1018AX Gaming Laptop,58990,63,7th Gen Amd Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Dell,Alienware x15 R2 D569947WIN9 Gaming Laptop,304990,78,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook Go 14 2023 E1404FA-NK325WS Laptop,33990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Ultimus,Elite NU14U3INF56BN-CS Laptop,28990,69.32352941,10th Gen Intel Core i5 1035G4,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Iris,14.1,1920,1080,Windows 11 OS,1
Acer,Aspire 3 Spin 14 NX.KENSI.002 Laptop,39900,69.32352941,Intel Core i3 N305,"Octa Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad 3 15ITL6 82H803GSIN Laptop,36490,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Slim 5i 82XD0040IN Laptop,87490,62,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated UHD,14,1920,1200,Windows 11 OS,1
Dell,Inspiron 3530 2023 Laptop,44990,69.32352941,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,1TB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
Lenovo,Yoga 7 Flip 82YL005YIN Laptop,107990,75,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,1
Dell,Inspiron 3535 2023 Laptop,46900,69.32352941,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,1TB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Dell,Inspiron 13 5330 Laptop,98890,63,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 OS,1
Dell,Inspiron 7430 2023 2 in 1 Laptop,76990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
Dell,Inspiron 5330 2023 Laptop,86990,62,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 OS,1
Dell,Inspiron 7430 2 in 1 Touch Laptop,86990,60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
Dell,Vostro 3430 VN3430RHXFG001ORB1 Laptop,58490,63,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
HP,Victus 15-FB0142AX Gaming Laptop,69199,71,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
MSI,Thin GF63 11SC-1494IN Gaming Laptop,45990,65,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,2
MSI,Thin GF63 12VF-663IN Gaming Laptop,94990,77,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,2
MSI,Katana 17 B12VFK-668IN Gaming Laptop,97990,77,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",8GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,17.3,1920,1080,Windows 11 OS,2
MSI,Pulse 17 B13VGK-652IN Gaming Laptop,179990,83,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,17.3,1920,1080,Windows 11 OS,2
MSI,Pulse 17 B13VGK-666IN Gaming Laptop,125990,76,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",8GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,17.3,2560,1440,Windows 11 OS,2
HP,Victus  15-fa1060TX  Gaming Laptop,116463,71,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
HP,Victus 15-fa1064TX Gaming Laptop,109990,72,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
HP,Omen 16-wf0052TX Gaming Laptop,153625,75,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920,1080,Windows 11 OS,1
HP,Omen 16-u0023TX Gaming Laptop,270129,86,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,16.1,2560,1600,Windows 11 OS,1
Gigabyte,Aorus 15 9SF Gaming Laptop,149990,83,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6,2560,1440,Windows 11  OS,2
Lenovo,IdeaPad Slim 5 82XE004RIN Laptop,58990,64,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Integrated SoC,14,1920,1200,Windows 11 OS,1
HP,Envy x360 13-bf0141tu Laptop,107190,67,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,13.3,2880,1800,Windows 11 OS,1
